id,comp_name,component_id,ra,dec,glon,glat,rating,flux_peak,flux_int,mean_cont,sd_cont,opacity_range,max_s_max_n,max_noise,num_chan_noise,min_opacity,vel_min_opacity,peak_tau,e_peak_tau,has_mw_abs,has_other_abs,semi_maj_axis,semi_min_axis,pa,n_h,noise_flag,continuum_slope,field,all_sbids,sbid,mwdet
0,J020216-762004,SB38215_component_1a,30.568001,-76.334705,297.545733518184,-40.04375734769346,B,574.7100219726562,1227.301025390625,0.0033852712556836,0.0043779126960393,0.0711171327990866,2.640248179756873,1.0195363418336594,158.0,0.9484192090345728,-1.5795486894446076,0.0529586708473564,0.0054778321450525,True,False,6.09499979019165,5.394999980926514,87.72000122070312,1.219471560414876e+20,False,0.0012611061330997,M349-11,38215,38215,True
1,J020211-762006,SB38215_component_1b,30.547232,-76.335213,297.55196367208976,-40.04501620705182,B,371.9750061035156,1452.2049560546875,0.0016840254043927,0.0042601223431728,0.0674137720390076,2.725900510418254,1.0180932829125489,137.0,0.9506795108735412,7.218180641714062,0.0505782754707853,0.005149258159762,True,False,9.19499969482422,6.539999961853027,142.30999755859375,1.219471560414876e+20,False,0.0011430917618245,M349-11,38215,38215,True
4,J010249-795604,SB38215_component_3a,15.704017,-79.93468,302.30819510915126,-37.17978781421494,A,221.83799743652344,284.5060119628906,0.0028840842253596,0.0111350047039147,0.3916919289007639,9.015726290278996,1.0391076909999957,109.0,0.6474157620992318,3.4802847251304048,0.4347665910158553,0.0240307908114341,True,False,4.699999809265137,4.199999809265137,2.4100000858306885,1.3043698763126106e+19,False,0.0020928304120384,M349-11,38215,38215,True
6,J010249-795600,SB38215_component_3c,15.707775,-79.933099,302.3072618901719,-37.18132994427872,A,69.18900299072266,86.80799865722656,0.002709557019776,0.0136851827096961,0.3864935062270356,6.576656417227536,1.051011090505337,122.0,0.6645175842783013,3.479402501768738,0.4086939387586427,0.0287068373480103,True,False,4.925000190734863,3.924999952316284,71.04000091552734,1.3043698763126106e+19,False,0.0025111938233303,M349-11,38215,38215,True
7,J022934-784745,SB38215_component_4a,37.395216,-78.795979,297.117989644251,-37.20049756785525,A,338.37701416015625,378.5509948730469,0.0025526321828138,0.014139505492311,0.6437881667297165,11.183061805020104,1.052842887693834,120.0,0.4090547209641176,2.5573262821407843,0.8939063398003915,0.053070186512799,True,False,4.199999809265137,4.099999904632568,103.12999725341795,7.142341161258831e+19,False,0.0033597269646637,M349-11,38215,38215,True
14,J015218-761507,SB38215_component_7a,28.077522,-76.252169,298.23911605212675,-40.31643920043789,B,276.8970031738281,438.6069946289063,0.0016380945808345,0.0128022817002068,0.0902899357707774,1.0528192553507016,1.04398338311346,82.0,0.9536934473426824,-10.99716482248703,0.0474129931950354,0.0141362546088401,False,False,5.625,4.340000152587891,96.55999755859376,9.685624426720792e+19,False,0.0011173649932501,M349-11,38215,38215,False
15,J015229-761509,SB38215_component_7b,28.121566,-76.252752,298.2262858051141,-40.31267297400004,B,92.89900207519533,233.82400512695312,0.0003717865694808,0.0316030635446622,0.1879645141601681,0.8945831839025007,1.099211539380918,88.0,0.91124702522075,-114.459336918769,0.0929412601685757,0.0340967858396985,False,False,8.130000114440918,4.769999980926514,89.29000091552734,9.685624426720792e+19,False,0.001536180888324,M349-11,38215,38215,False
16,J011344-803517,SB38215_component_8a,18.435933,-80.588174,301.79934251402034,-36.490974030623136,A,270.114990234375,371.2770080566406,0.0018924237115354,0.0162927820577203,0.4228689903130864,8.623904474680817,1.0439394417749674,77.0,0.621070451461881,3.5627019928013177,0.4763107550746162,0.0368177171386792,True,False,4.775000095367432,4.434999942779541,44.29999923706055,3.852187311153263e+18,False,0.0020109380048593,M349-11,38215,38215,True
17,J011348-803455,SB38215_component_8b,18.450685,-80.582199,301.79555765561867,-36.49665432236608,B,47.71200180053711,87.1520004272461,0.0003092952513436,0.059380814936748,0.5621369773544922,1.5823285909483258,1.217686075786372,98.0,0.6555490984318797,2.58210620176846,0.4222820763227307,0.121502664868264,True,False,6.610000133514404,4.255000114440918,22.90999984741211,3.852187311153263e+18,False,0.0026495459491189,M349-11,38215,38215,True
18,J020448-795503,SB38215_component_9a,31.203087,-79.917777,298.99462704101825,-36.643042447811,A,208.11199951171875,427.16900634765625,0.0010649781566249,0.017216649850483,0.593851307186114,11.304410220471125,1.0482632890602193,79.0,0.4544119818741052,2.813541117338449,0.7887510433618687,0.0542975568277477,True,False,7.244999885559082,4.364999771118164,40.79999923706055,9.938328098417764e+18,False,0.0027198593663328,M349-11,38215,38215,True
19,J013926-772856,SB38215_component_10a,24.860903,-77.48246,299.59161110623023,-39.33277122889344,A,231.96299743652344,259.6940002441406,0.0015859578632488,0.0184178758207211,0.2583007704076685,3.713981767059241,1.0547946053191477,76.0,0.796493834911479,5.599959611975384,0.2275358898861214,0.0279066458223543,True,False,4.204999923706055,4.105000019073486,76.80000305175781,1.251219784099108e+20,False,0.0006074529779384,M349-11,38215,38215,True
20,J015714-784232,SB38215_component_11a,29.308929,-78.708981,298.9029234267265,-37.89956011620253,A,158.82000732421875,666.68798828125,0.0005219101903338,0.0121294320892715,0.4206963543282697,9.23021572549878,1.041122921120782,109.0,0.6204265667925123,4.48182811152027,0.4773480265583696,0.0272640778831647,True,False,13.100000381469728,4.934999942779541,88.62999725341797,6.142422847529211e+19,False,0.0038487153913877,M349-11,38215,38215,True
21,J015733-784227,SB38215_component_11b,29.387658,-78.707629,298.88386764772093,-37.89590629035754,A,112.6780014038086,517.9019775390625,0.0003224481812894,0.0155980847767025,0.4146418786424063,7.13061623170074,1.0509975956097577,81.0,0.6363557169673514,5.448281614355568,0.4519975685860846,0.0315083267250104,True,False,13.69499969482422,5.170000076293945,91.08000183105467,6.002319965337201e+19,False,0.0037695728491276,M349-11,38215,38215,True
22,J005341-771713,SB38215_component_12a,13.423181,-77.287058,302.77036006109995,-39.84048586330969,B,204.9980010986328,231.6150054931641,0.0011209347129163,0.0249112147460537,0.2501067540345717,2.613951767085511,1.0692058915430052,82.0,0.8190991375084334,0.4998858467627142,0.1995501554358226,0.0380215526855982,True,False,4.195000171661377,4.150000095367432,70.38999938964844,1.9279298971606307e+19,False,0.0001914067685621,M349-11,38215,38215,True
23,J014456-760657,SB38215_component_13a,26.233205,-76.116096,298.74154699884184,-40.57387051585896,B,198.1779937744141,215.8459930419922,0.0014870293415719,0.0239514954047692,0.1378901513775269,1.2106266914886574,1.0623760456292466,91.0,0.9244858942517196,-0.0050729915981792,0.0785174859763659,0.0299026595377744,False,False,4.119999885559082,4.070000171661377,65.83999633789062,1.397690886429146e+20,False,0.0005347967737731,M349-11,38215,38215,False
25,J010214-801239,SB38215_component_14a,15.56152,-80.210907,302.35759836878066,-36.90528869340715,B,199.1289978027344,230.3350067138672,0.001277891743684,0.0339680939356319,0.3184597277902521,2.6459684299070165,1.0873457173073695,89.0,0.7688859895171174,2.5905520082858717,0.2628125785729913,0.0582669816788989,True,False,4.235000133514404,4.204999923706055,117.26000213623048,3.498417783606425e+18,False,0.0018113867517427,M349-11,38215,38215,True
26,J012705-810814,SB38215_component_15a,21.772817,-81.137243,301.24376463877087,-35.87383729689095,A,186.2100067138672,520.2230224609375,0.0006081243294075,0.0398335603779295,0.547141381194503,3.237066634228478,1.1291321162557386,96.0,0.5819907350612357,1.888047616657452,0.5413007505161804,0.0966207506625699,True,False,8.949999809265137,4.809999942779541,128.69000244140625,4.976002292862832e+18,False,0.0026871290425894,M349-11,38215,38215,True
27,J012715-810829,SB38215_component_15b,21.813021,-81.141488,301.237127927417,-35.868598323486815,A,106.4290008544922,337.6050109863281,0.0003347837188878,0.0611423738470854,0.7886022727052715,3.8648454921122752,1.1621022237980403,80.0,0.3734999510927688,2.862208563484004,0.9848374053523288,0.2243728648754854,True,False,10.324999809265137,4.735000133514404,125.08000183105467,4.976002292862832e+18,False,0.0032702750033373,M349-11,38215,38215,True
28,J011623-790554,SB38215_component_16a,19.097553,-79.09847,301.4384440489122,-37.95732519871193,B,185.80799865722656,204.8809967041016,0.0012354370704908,0.0210212199227317,0.2115553180140617,2.289658298272684,1.064309207471531,88.0,0.8527538894574693,1.091967553801951,0.1592842966178887,0.0321053652024474,True,False,4.150000095367432,4.09499979019165,70.98999786376953,2.4512162334014474e+18,False,0.001586213465592,M349-11,38215,38215,True
29,J021929-781445,SB38215_component_17a,34.871091,-78.246088,297.3782932000249,-37.916001345691626,A,151.2989959716797,330.8009948730469,0.0006953458388324,0.0200360511968713,0.2915098079286373,4.28266327727101,1.0551823564418494,70.0,0.7636725485132121,3.569199518858877,0.2696161831139565,0.0373614410454974,True,False,8.010000228881836,4.204999923706055,117.86000061035156,1.2618240194335392e+20,False,0.0019313803646568,M349-11,38215,38215,True
